Question-ID,Principle,Indicators,Questions,Plain-english,Explanation,Author,DAO,Search_Difficulty,Document,Response-Values-2024_03_10,Points,Points-NA
BSP-06,Broad Stakeholder Participation,Management,Does the DAO have any management roles?,Yes,"Raid Guild's management roles include Tavern Keeper, Cleric, and Healer.",Charles Adjovu,Raid Guild,,Roles,Yes,100.0,100.000
BSP-07,Broad Stakeholder Participation,Conduct,"Does the DAO require members to adhere to a standard of conduct, such as described in a code of conduct?",Yes,Raid Guild requires members to adhere to a code of conduct.,Charles Adjovu,Raid Guild,,Code of Conduct,Yes,100.0,100.000
BSP-08,Broad Stakeholder Participation,Language,Does the DAO provide a glossary of internal terms?,Yes,Raid Guild provides a glossary of internal terms.,Charles Adjovu,Raid Guild,,Glossary,Yes,100.0,100.000
BSP-09,Broad Stakeholder Participation,Governance,Does the DAO use a participatory governance model?,Yes,"Raid Guild uses a participatory governance model where members can propose, deliberate, and vote on Raid Guild Improvement Proposals (RIPs).
",Charles Adjovu,Raid Guild,,RIPs,Yes,100.0,100.000
BSP-10,Broad Stakeholder Participation,Dispute Resolution,Does the DAO have an explicitly defined dispute resolution mechanism?,Partial,"Raid Guild explicitly describes the dispute resolution process for RIPs that utilize a shared escrow model (disputes are resolved by an independent arbitrator, such as LexDAO), but Raid Guild does not describe the dispute resolution process for other escrow methods.",Charles Adjovu,Raid Guild,,"RIPs, In Case of Dispute",Partial,50.0,50.000
BSP-11,Broad Stakeholder Participation,Ownership,Does the DAO have a shared ownership model?,Yes,"Raid Guild members all have governance rights in the DAO, albeit with unequal voting power, and all members have a a pro-rata claim on the underlying capital pool in Raid Guild's treasury  (i.e., WarChest) that can be removed by ragequitting.",Charles Adjovu,Raid Guild,,"RIPs, Raid Guild Shares, Glossary",Yes,100.0,100.000
BSP-12,Broad Stakeholder Participation,Management,Does the DAO have a well-defined procedure for how members can take defined leadership or management roles?,Yes,"Raid Guild members can assign themselves to any role ""by going to the #start-here channel and clicking on the emoji underneath the legend/description of all the roles."" ",Charles Adjovu,Raid Guild,,Roles,Yes,100.0,100.000
BSP-13,Broad Stakeholder Participation,Economic,Does the DAO provide members multifaceted activities to receive rewards?,Yes,Members can receive rewards for championing apprentices and participating in raids.,Charles Adjovu,Raid Guild,,"Champion a New Member, Getting paid for your work on a Raid or RIP",Yes,100.0,100.000
CBC-01,Cross-border Coordination,Geolocation,Does the DAO have leadership from multiple geographic regions?,Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
CBC-02,Cross-border Coordination,Geolocation,Does the DAO have members in multiple geographic regions?,Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
CBC-03,Cross-border Coordination,Geolocation,Does the DAO have managers from multiple geographic regions?,Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
PDC-01,Practicing DAO Cooperativism,Economic,Does the DAO have a collective treasury (or multisig account)?,Yes,Raid Guild's collective treausry is the War Chest .,Charles Adjovu,Raid Guild,,"Glossary, Raid Guild War Chest on Blockscout, Raid Guild Safes",Yes,100.0,100.000
PDC-02,Practicing DAO Cooperativism,Measurement,"Does the DAO have currencies recognizing value beyond financial relations, such as labor, contributor well-being, or environmental impact?",Yes,"Raid Guild uses Raid Guild Shares as a currency to recognize contributions (i.e., labor).",Charles Adjovu,Raid Guild,,Getting paid for your work on a Raid or RIP,Yes,100.0,100.000
PDC-03,Practicing DAO Cooperativism,Identity,Does the DAO have a collective membership mark to signify membership in the DAO?,Yes,Raid Guild members are identified by the Raid Guild Member role on the Raid Guild Discord and ownership of Shares.,Charles Adjovu,Raid Guild,,"Etiquette, Raid Guild Shares",Yes,100.0,100.000
PDC-04,Practicing DAO Cooperativism,Economic,Does the DAO redistribute profits/surplus on a basis other than capital holdings?,Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
PDC-05,Practicing DAO Cooperativism,Accountability,Does the DAO have any accountability mechanisms that subject the power of leaders and managers to the members?,Yes,Leaders and managers can have their membership stripped as a result of a Remove Member proposal type.,Charles Adjovu,Raid Guild,,"Proposal Types, Ship a Raid",Yes,100.0,100.000
PDC-06,Practicing DAO Cooperativism,Accountability,"Does the DAO have an amendment procedure for its rules, procedures or policies?",Partial,Members can update governance settings by submitting an Update Governance Settings proposal to the Queue. It can be assumed that new proposals can be passed that modify or remove previously passed proposals.,Charles Adjovu,Raid Guild,,Proposal Types,Partial,50.0,50.000
PDC-07,Practicing DAO Cooperativism,Accountability,Does the DAO have a decision-making matrix?,Yes,"Raid Guild defines multiple types of proposals, all utilizing the same decision type.",Charles Adjovu,Raid Guild,,Proposal Types,Yes,100.0,100.000
PDC-08,Practicing DAO Cooperativism,Measurement,"Does the DAO have metrics beyond governance and finance, such as contributor well-being or happiness?",Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
PDC-09,Practicing DAO Cooperativism,Ownership,Does the DAO have separate tokens for governance and economic rights?,Yes,"Raid Guild's Shares  represents governance rights, while Loot  represents solely economic rights.",Charles Adjovu,Raid Guild,,"Glossary, Raid Guild Shares",Yes,100.0,100.000
PDC-10,Practicing DAO Cooperativism,Economic,Does the DAO not make governance tokens tradeable?,Yes,Raid Guild's Shares are non-transferable.,Charles Adjovu,Raid Guild,,Raid Guild Shares,Yes,100.0,100.000
PDC-11,Practicing DAO Cooperativism,Engagement,Does the DAO provide education and training opportunities for members to meaningful participate in governance?,Yes,"As part of the transition from apprentice to member, apprentices are required to submit a Membership Proposal to the Queue and have the proposal successfully pass to become a full member. ",Charles Adjovu,Raid Guild,,Become a Member,Yes,100.0,100.000
CPB-01,Cultural Patterns and Brand,Narratives,Does the DAO publish content on its activites in its' public channels?,Yes,"Raid Guild publishes updates on its activities on State of the Raid, Twitter, and Medium.",Charles Adjovu,Raid Guild,Easy,"State of The Raid, Raid Guild on Medium, Raid Guild Profile on Twitter",Yes,100.0,100.000
CPB-02,Cultural Patterns and Brand,Identity,"Does the DAO make an explicit, clearly articulated statement of its purpose, values and norms?",Yes,"Raid Guild states its purpose in its Manifesto. Raid Guild's purpose is to propagate the Web3 ecosystem's technologies and values (specifically, Ethereum's view of Web3).",Charles Adjovu,Raid Guild,Easy,What is Raid Guild,Yes,100.0,100.000
IDA-01,Information & Data Transparency,Analytics,Does the DAO provide an organizational analytics dashboard?,Yes,"Raid Guild's organizational analytics dashboard provides statistics on the total number of members and proposals, the total value of Raid Guild's treasury holdings, and the types of tokens issued by Raid Guild.",Charles Adjovu,Raid Guild,,DAO Dashboard,Yes,100.0,100.000
IDA-02,Information & Data Transparency,Information,"Does the DAO make its governance activities (e.g., proposals, decisions) publicly accessible at free to low-cost?",Yes,Raid Guild's governance activities are publicly accessible for free on Raid Guild's DAOHaus profiles.,Charles Adjovu,Raid Guild,,"DAOhaus Admin Proposals, DAOhaus Proposals",Yes,100.0,100.000
IDA-03,Information & Data Transparency,Information,"Does the DAO make its organizational documents (bylaws, policies, strategic plan, etc.) publicly accessible at free to low-cost?",Yes,The Raid Guild Handbook is publicly accessible for free.,Charles Adjovu,Raid Guild,,RaidGuild Handbook,Yes,100.0,100.000
IDA-04,Information & Data Transparency,Information,"Does the DAO make its technologies open source or source available, and publicly accessible at free to low-cost?",Partial,"SmartInvoice (now spun-off from Raid Guild), and WrapETH are licensed under an MIT License. Smartescrow does not have an open source or source available license associated with the repository. ",Charles Adjovu,Raid Guild,,"Smart Invoice MIT License, WrapETH MIT License, smart-escrow-nextjs Github Repository",Partial,50.0,50.000
IDA-05,Information & Data Transparency,Audit,"Does the DAO explicitly report whether any Web3 tools it uses, internally or externally, have been audited?",No,"Raid Guild has not reported that any Web3 tools it uses internally or externally have been audited. Though, DAOhaus's smart contracts have been audited by Quantstamp and Hacken, Raid Guild has not mentioned the audits in the Raid Guild Handbook.",Charles Adjovu,Raid Guild,,"Meet Baal 👺, Hacken Audit, Quantstamp Audit",No,0.0,0.000
IDA-06,Information & Data Transparency,Information,"Does the DAO explicitly state that it operates on, or interacts with, more than one (1) blockchain?",Yes,Raid Guild explicitly states that it operates on Ethereum and Gnosis Chain (formerly known as xDAI network).,Charles Adjovu,Raid Guild,,"Proposal Types, How to get xDAI, Moloch V2",Yes,100.0,100.000
IDA-07,Information & Data Transparency,Compensation,Does the DAO explicitly describe it’s financial incentive or compensation structure for contributors?,Yes,"Members and non-members are required to submit an ERC-20 Token Transfer proposal to Raid Guild to request payment for contributions on a raid. The compensation amount per contributor role in a raid is variable, because it is ultimately up to the Raid Leader's discretion how compensation is determined. Though, the commission process does require that clerics receive 500 $DAI as part of the consultation process, and that all members who participate in the Prepping for Battle phase receive three percent (3%) of the project budget as a commission. Lastly, how a contributor seeks to be compensated also depends on the contributor's choice of reward.",Charles Adjovu,Raid Guild,,"Proposal Types, Getting paid for your work on a Raid or RIP, Lead a Raid, Commission Process, Commission Model",Yes,100.0,100.000
D2D-01,DAO2DAO,Transactions,Does the DAO have any planned transactions with another DAO?,Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
D2D-02,DAO2DAO,Transactions,Does the DAO have any current transactions with another DAO?,Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
OT-01,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for business-to-business operations?,Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
OT-02,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for treasury management?,Yes,Raid Guild uses DAOhaus  and Gnosis Safe for treasury management.,Charles Adjovu,Raid Guild,,"Proposal Types, SAFES",Yes,100.0,100.000
OT-03,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for contribution-tracking?,Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
OT-04,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for decision-making?,Yes,Raid Guild uses DAOhaus for proposal generation and voting.,Charles Adjovu,Raid Guild,,DAOhaus guide,Yes,100.0,100.000
HCAG-01,Human-centered Algorithmic Governance,Accountability,Does the DAO explicitly acknowledge the possible vulnerabilities of algorithmic decision-making?,Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
HCAG-02,Human-centered Algorithmic Governance,Engagement,"Does the DAO educate its members on the development and use of algorithms, as they pertain to the DAO?",Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
HCAG-03,Human-centered Algorithmic Governance,Fairness & Bias,Does the DAO explicitly consider the short- and long-term social consequences of the algorithmic systems in the development and use of algorithms?,Does not answer question,,Charles Adjovu,Raid Guild,,,Does not answer question,0.0,0.000
BSP-01,Broad Stakeholder Participation,Economic Inequality,Is the DAO 's Gini Coefficient for economic tokens less than or equal to fifty percent ( <= 50%)?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
BSP-02,Broad Stakeholder Participation,Voting Power,Is the Banzhaf Index for each individual member less than or equal to twenty-five percent (<= 25.0%)?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
BSP-03,Broad Stakeholder Participation,Communication,Does the DAO explicitly state that private communication channels are for sensitive or confidential matters?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
BSP-04,Broad Stakeholder Participation,Identity,Does the DAO explicitly require members to verify that they have a unique digital identity?,Yes,"Nexus Mutual requires members to verify their legal identity through a Know-Your-Customer process, and requires members to provide an Ethereum address for their membership address whitelist. Though, a member's Ethereum address can be changed in the future.",Charles Adjovu,Nexus Mutual,,Membership,Yes,100.0,100.000
BSP-05,Broad Stakeholder Participation,Management,Does the DAO have any leadership roles?,Yes,Nexus Mutual's leadership roles include an Advisory Board member. ,Charles Adjovu,Nexus Mutual,,Nexus Mutual Protocol Improvement Proposals,Yes,100.0,100.000
BSP-06,Broad Stakeholder Participation,Management,Does the DAO have any management roles?,Yes,"Nexus Mutual's management roles include treasury multisig signers and DAO teams multisig signers, staking pool manager, and management roles in DAO teams. The Community Team has a Head of Community and Community Manager. The Investment Team has Investment Committee Members. The Operations team has a Head of Operations. The R&D Team has a Head of R&D.",Charles Adjovu,Nexus Mutual,,"Nexus Mutual DAO, Staking pools",Yes,100.0,100.000
BSP-07,Broad Stakeholder Participation,Conduct,"Does the DAO require members to adhere to a standard of conduct, such as described in a code of conduct?",Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
BSP-08,Broad Stakeholder Participation,Language,Does the DAO provide a glossary of internal terms?,Yes,Nexus Mutual provides an internal glossary of terms in the Nexus Mutual Documentation and Membership Agreement.,Charles Adjovu,Nexus Mutual,,"Getting Started, ""MEMBER AGREEMENT of NEXUS MUTUAL, A Decentralized Autonomous Organization""",Yes,100.0,100.000
BSP-09,Broad Stakeholder Participation,Governance,Does the DAO use a participatory governance model?,Yes,"Nexus Mutual has a participatory governance model where members can create, discuss and vote on proposals.",Charles Adjovu,Nexus Mutual,,"Nexus Mutual DAO, Nexus Mutual Protocol Improvement Proposals, Nexus Mutual DAO Proposals",Yes,100.0,100.000
BSP-10,Broad Stakeholder Participation,Dispute Resolution,Does the DAO have an explicitly defined dispute resolution mechanism?,Yes,Nexus Mutual's Membership Agreement explicitly states that disputes related to the agreement will be resolved through binding arbitration.,Charles Adjovu,Nexus Mutual,,"""MEMBER AGREEMENT of NEXUS MUTUAL, A Decentralized Autonomous Organization""",Yes,100.0,100.000
BSP-11,Broad Stakeholder Participation,Ownership,Does the DAO have a shared ownership model?,Yes,"Ownership of Nexus Mutual is equally shared among members because Nexus Mutual is a discretionary mutual. Additionally, Nexus Mutual members are entitled to participate in Nexus Mutual's governance, and can earn revenue from the Capital Pool.",Charles Adjovu,Nexus Mutual,,"Membership, Capital Pool, Capital Pool and Ownership Dashboard",Yes,100.0,100.000
BSP-12,Broad Stakeholder Participation,Management,Does the DAO have a well-defined procedure for how members can take defined leadership or management roles?,Partial,"For DAO team creation, members are required to submit a Nexus Mutual DAO Proposal (NMDP). However, no information could be found on a procedure for members joining the Advisory Board, becoming Staking Pool Managers, nor for Multisig Signatories and management roles in DAO teams.
",Charles Adjovu,Nexus Mutual,,"Nexus Mutual DAO, Nexus Mutual DAO Proposals, Nexus Mutual Governance, Nexus Mutual Protocol Improvement Proposals",Partial,50.0,50.000
BSP-13,Broad Stakeholder Participation,Economic,Does the DAO provide members multifaceted activities to receive rewards?,Yes,"Members can receive rewards for voting on proposals, staking NXM tokens, managing NXM staking pools, and assessing claims.",Charles Adjovu,Nexus Mutual,,"Membership, Claims Assessment, Staking, Staking pools, Nexus Mutual Governance",Yes,100.0,100.000
CBC-01,Cross-border Coordination,Geolocation,Does the DAO have leadership from multiple geographic regions?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
CBC-02,Cross-border Coordination,Geolocation,Does the DAO have members in multiple geographic regions?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
CBC-03,Cross-border Coordination,Geolocation,Does the DAO have managers from multiple geographic regions?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
PDC-01,Practicing DAO Cooperativism,Economic,Does the DAO have a collective treasury (or multisig account)?,Yes,Nexus Mutual has a collective treasury for grants and for operational teams.,Charles Adjovu,Nexus Mutual,,"Nexus Mutual DAO, Nexus Mutual: Community Fund Profile on Etherscan, Nexus Mutual DAO Teams Multisig",Yes,100.0,100.000
PDC-02,Practicing DAO Cooperativism,Measurement,"Does the DAO have currencies recognizing value beyond financial relations, such as labor, contributor well-being, or environmental impact?",No,,Charles Adjovu,Nexus Mutual,,,No,0.0,0.000
PDC-03,Practicing DAO Cooperativism,Identity,Does the DAO have a collective membership mark to signify membership in the DAO?,Yes,The NXM token functions as a collective membership mark.,Charles Adjovu,Nexus Mutual,Medium,"NXM Token, Nexus Mutual | FAQ",Yes,100.0,100.000
PDC-04,Practicing DAO Cooperativism,Economic,Does the DAO redistribute profits/surplus on a basis other than capital holdings?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
PDC-05,Practicing DAO Cooperativism,Accountability,Does the DAO have any accountability mechanisms that subject the power of leaders and managers to the members?,Yes,"Members can replace an Advisory Board member by creating an NMPIP and holding an on-chain vote. Technically, the membership base can retire a DAO Team by choosing not to fund the DAO Team.",Charles Adjovu,Nexus Mutual,,"Nexus Mutual Protocol Improvement Proposals, Nexus Mutual DAO Proposals",Yes,100.0,100.000
PDC-06,Practicing DAO Cooperativism,Accountability,"Does the DAO have an amendment procedure for its rules, procedures or policies?",Yes,Nexus Mutual's amendment procedure requires the membership base to follow the proposal process for Nexus Mutual DAO Proposals and Nexus Mutual Protocol Improvement Proposals.,Charles Adjovu,Nexus Mutual,,"Nexus Mutual DAO Proposals, Nexus Mutual DAO, Nexus Mutual Protocol Improvement Proposals",Yes,100.0,100.000
PDC-07,Practicing DAO Cooperativism,Accountability,Does the DAO have a decision-making matrix?,Partial,"Nexus Mutual describes the decision-making process for Nexus Mutual DAO Proposals and Nexus Mutual Protocol Improvement Proposals. However, Nexus Mutual does not provide their decision-making processes in an easily understandable table.
",Charles Adjovu,Nexus Mutual,,"Nexus Mutual DAO Proposals, Nexus Mutual Governance, Nexus Mutual Protocol Improvement Proposals",Partial,50.0,50.000
PDC-08,Practicing DAO Cooperativism,Measurement,"Does the DAO have metrics beyond governance and finance, such as contributor well-being or happiness?",No,Nexus mutual only tracks metrics related to governance and finance.,Charles Adjovu,Nexus Mutual,,Nexus Mutual Team on Dune,No,0.0,0.000
PDC-09,Practicing DAO Cooperativism,Ownership,Does the DAO have separate tokens for governance and economic rights?,Partial,"NXM tokens grant governance rights. Though, it can be said NXM tokens also grant some form of economic rights as members are paid in NXM tokens for voting and returns for staking.",Charles Adjovu,Nexus Mutual,,"NXM Token, Staking, Membership, Nexus Mutual Governance",Partial,50.0,50.000
PDC-10,Practicing DAO Cooperativism,Economic,Does the DAO not make governance tokens tradeable?,Yes,"NXM tokens are not listed on any retail markets or cryptocurrency exchanges. Additionally, NXM tokens can only be transferred to another member with Nexus Mutual's permission.",Charles Adjovu,Nexus Mutual,,FAQ,Yes,100.0,100.000
PDC-11,Practicing DAO Cooperativism,Engagement,Does the DAO provide education and training opportunities for members to meaningful participate in governance?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
CPB-01,Cultural Patterns and Brand,Narratives,Does the DAO publish content on its activites in its' public channels?,Yes,"Nexus Mutual publishes content on its activities in The Hedge, a Substack newsletter, Nexus Mutual's YouTube channel, and the Nexus Mutual Blog.",Charles Adjovu,Nexus Mutual,,"Nexus Mutual's YouTube Channel, Nexus Mutual Blog, The Hedge",Yes,100.0,100.000
CPB-02,Cultural Patterns and Brand,Identity,"Does the DAO make an explicit, clearly articulated statement of its purpose, values and norms?",Yes,"Nexus Mutual's mission is to ""build an ecosystem in which anyone can protect anyone else by sharing risk."" Nexus Mutual's values are trust, egalitarian, and integrity.",Charles Adjovu,Nexus Mutual,,Nexus Mutual DAO,Yes,100.0,100.000
IDA-01,Information & Data Transparency,Analytics,Does the DAO provide an organizational analytics dashboard?,Partial,"Nexus Mutual provides dashboards on Dune covering the capital pool and ownership, claims, covers, and staking. The only data missing is social media activity (posts, follows, etc.) and contributions.",Charles Adjovu,Nexus Mutual,,Nexus Mutual Team on Dune,Partial,50.0,50.000
IDA-02,Information & Data Transparency,Information,"Does the DAO make its governance activities (e.g., proposals, decisions) publicly accessible at free to low-cost?",Yes,"Nexus Mutual's governance decisions and governance-related discussions are publicly accessible at free to low-cost. 

Nexus Mutual's governance-related discussions can be found on the Nexus Mutual Governance Forum. Nexus Mutual's governance decisions can be found on Snapshot or the Web-interface for the Nexus Mutual application.",Charles Adjovu,Nexus Mutual,,"Nexus Mutual Governance Forum, Nexus Mutual DAO Treasury Proposals, Nexus Mutual - Governance",Yes,100.0,100.000
IDA-03,Information & Data Transparency,Information,"Does the DAO make its organizational documents (bylaws, policies, strategic plan, etc.) publicly accessible at free to low-cost?",Partial,"Nexus Mutual's DAO membership agreement is publicly accessible. Unfortunately, Nexus Mutual's Articles of Association and Bylaws are not publicly accessible.",Charles Adjovu,Nexus Mutual,,"""MEMBER AGREEMENT of NEXUS MUTUAL, A Decentralized Autonomous Organization"", Membership",Partial,50.0,50.000
IDA-04,Information & Data Transparency,Information,"Does the DAO make its technologies open source or source available, and publicly accessible at free to low-cost?",Yes,"Nexus Mutual's smart-contracts GitHub repository is licensed under the GNU General Public License v3.0. The cover-router GitHub repository is licensed under the MIT License.

",Charles Adjovu,Nexus Mutual,,"GNU General Public License v3.0, MIT License",Yes,100.0,100.000
IDA-05,Information & Data Transparency,Audit,"Does the DAO explicitly report whether any Web3 tools it uses, internally or externally, have been audited?",Yes,Nexus Mutual reports that its smart contracts have been audited.,Charles Adjovu,Nexus Mutual,,Audits and Security,Yes,100.0,100.000
IDA-06,Information & Data Transparency,Information,"Does the DAO explicitly state that it operates on, or interacts with, more than one (1) blockchain?",Yes,Nexus Mutual reports that it operates only on the Ethereum blockchain.,Charles Adjovu,Nexus Mutual,,The Nexus Mutual Protocol,Yes,100.0,100.000
IDA-07,Information & Data Transparency,Compensation,Does the DAO explicitly describe it’s financial incentive or compensation structure for contributors?,Partial,"Nexus Mutual DAO explicitly describes how members can be compensated for their contributions in the rewards formulas for claims assessments, staking, managing staking pools, grant requests, and voting. Though, information on how contributors from the Foundation are compensated could not be found.",Charles Adjovu,Nexus Mutual,,"Nexus Mutual DAO Proposals, Claims Assessment, Staking, Overview",Partial,50.0,50.000
D2D-01,DAO2DAO,Transactions,Does the DAO have any planned transactions with another DAO?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
D2D-02,DAO2DAO,Transactions,Does the DAO have any current transactions with another DAO?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
OT-01,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for business-to-business operations?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
OT-02,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for treasury management?,Yes,Nexus Mutual uses Gnosis Safe for treasury management.,Charles Adjovu,Nexus Mutual,Easy,"Nexus Mutual DAO, Nexus Mutual: Community Fund Profile on Etherscan",Yes,100.0,100.000
OT-03,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for contribution-tracking?,No,Nexus Mutual does not currently use any tools for contribution-tracking.,Charles Adjovu,Nexus Mutual,Medium,{Grant Proposal} - Quidli - Rewards Bot on Discord,No,0.0,0.000
OT-04,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for decision-making?,Yes,"Nexus Mutual uses Snapshot for voting. Specifically, Nexus Mutual uses Snapshot to vote on Nexus Mutual DAO Proposals (NMDPs).",Charles Adjovu,Nexus Mutual,Easy,"Nexus Mutual DAO, Nexus Mutual DAO Proposals, Nexus Mutual Governance",Yes,100.0,100.000
HCAG-01,Human-centered Algorithmic Governance,Accountability,Does the DAO explicitly acknowledge the possible vulnerabilities of algorithmic decision-making?,Yes,"Nexus Mutual acknowledges the possible vulnerabilities by including a governance restriction that prohibits members from ""redeem[ing] or transfer[ing] their NXM for three days after they cast their vote,"" as part of a Nexus Mutual Protocol Improvement Proposal vote.",Charles Adjovu,Nexus Mutual,,Nexus Mutual Governance,Yes,100.0,100.000
HCAG-02,Human-centered Algorithmic Governance,Engagement,"Does the DAO educate its members on the development and use of algorithms, as they pertain to the DAO?",Yes,"Nexus Mutual provides educational information in the Nexus Mutual Documentation on how algorithms are expected to function (e.g., the Ratcheting Automated Market Maker (RAMM) model for the NXM token). Additionally, specifically in the case of RAMM, BraveNewDeFi created an educational guide to explain RAMM. Furthermore, the members discussed the implementation of RAMM in the Nexus Mutual Governance Forum.",Charles Adjovu,Nexus Mutual,,"Pricing, Token Model, Staking, Staking pools, Liquidity Parameters Discussion (Part 2) | What parameters do we need to achieve the outcome members’ signalled support for in Part 1?, Liquidity Parameters Discussion (Part 1) | How much ETH liquidity do we start with?, ""Pre-Discussion Phase: RAMM Education Guide, Call for Questions""",Yes,100.0,100.000
HCAG-03,Human-centered Algorithmic Governance,Fairness & Bias,Does the DAO explicitly consider the short- and long-term social consequences of the algorithmic systems in the development and use of algorithms?,Does not answer question,,Charles Adjovu,Nexus Mutual,,,Does not answer question,0.0,0.000
BSP-01,Broad Stakeholder Participation,Economic Inequality,Is the DAO 's Gini Coefficient for economic tokens less than or equal to fifty percent ( <= 50%)?,Does not answer question,,Charles Adjovu,Bankless DAO,,BanklessDAO Dashboard,Does not answer question,0.0,0.000
BSP-02,Broad Stakeholder Participation,Voting Power,Is the Banzhaf Index for each individual member less than or equal to twenty-five percent (<= 25.0%)?,Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
BSP-03,Broad Stakeholder Participation,Communication,Does the DAO explicitly state that private communication channels are for sensitive or confidential matters?,Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
BSP-04,Broad Stakeholder Participation,Identity,Does the DAO explicitly require members to verify that they have a unique digital identity?,Partial,"BanklessDAO requires members to have at least 35,000 $BANK to access certain channels in the BanklessDAO Discord (thereby requiring a member to verify that their Ethereum public address has the requisite amount of $BANK). However, BanklessDAO does not verify if members have a unique Ethereum public address (i.e., members may have more than one Etheruem public address under their control that holds $BANK tokens).",Charles Adjovu,Bankless DAO,Medium,"Getting Started with BanklessDAO, FAQs, BanklessDAO Dashboard",Partial,50.0,50.000
BSP-05,Broad Stakeholder Participation,Management,Does the DAO have any leadership roles?,Does not answer question,,Charles Adjovu,Bankless DAO,Hard,,Does not answer question,0.0,0.000
BSP-06,Broad Stakeholder Participation,Management,Does the DAO have any management roles?,Yes,Managements roles in BanklessDAO include a Vault Multisig signatory and a Grants Committee member. There are also specific management roles in each guild.,Charles Adjovu,Bankless DAO,Medium,"BanklessDAO Constitution, Translators Guild Governance Framework",Yes,100.0,100.000
BSP-07,Broad Stakeholder Participation,Conduct,"Does the DAO require members to adhere to a standard of conduct, such as described in a code of conduct?",Yes,Article 8 of the BanklessDAO constitution describes a Code of Conduct for BanklessDAO.,Charles Adjovu,Bankless DAO,Easy,BanklessDAO Constitution,Yes,100.0,100.000
BSP-08,Broad Stakeholder Participation,Language,Does the DAO provide a glossary of internal terms?,Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
BSP-09,Broad Stakeholder Participation,Governance,Does the DAO use a participatory governance model?,Yes,"BanklessDAO utilizes a referendum model, centered around members developing, deliberating, and voting on proposals. ",Charles Adjovu,Bankless DAO,,BanklessDAO Constitution,Yes,100.0,100.000
BSP-10,Broad Stakeholder Participation,Dispute Resolution,Does the DAO have an explicitly defined dispute resolution mechanism?,Partial,"BanklessDAO describes a dispute resolution mechanism of three steps: 1) community members should discuss and resolve their conflicts between themselves, and 2) if the first step fails, then the members are encouraged to work with team champions or guild coordinators to help resolve the conflict, and 3) if the second step fails, then members are are encouraged to approach the Ombuds Office to help resolve the dispute.

However, the Code of Conduct does not describe how conflicts that cannot be resolved should be handled.",Charles Adjovu,Bankless DAO,,BanklessDAO Constitution,Partial,50.0,50.000
BSP-11,Broad Stakeholder Participation,Ownership,Does the DAO have a shared ownership model?,Partial,"BanklessDAO has a partial shared ownership model because all members have governance rights in BanklessDAO, except for L1 Members. ",Charles Adjovu,Bankless DAO,,"Getting Started with BanklessDAO, FAQs, Members and Roles",Partial,50.0,50.000
